0,32,0,0,0,0
2.04143,28.3037,-2.35527,0,0,-2.14159
2.04143,28.3037,-2.35527,0,0,-2.14159
1.87337,27.5822,-0.582644,0,0,-2.14159
1.87337,27.5822,-0.582644,0,0,-2.14159
2.27955,26.9164,-0.732395,0,0,-2.14159
2.27955,26.9164,-0.732395,0,0,-2.14159
2.95969,26.5016,-0.0216197,0,0,-1.94159
2.95969,26.5016,-0.0216197,0,0,-1.94159
1.52504,27.1214,0.543177,0,0,-1.54159
1.52504,27.1214,0.543177,0,0,-1.54159
1.94624,25.4137,-0.631068,0,0,-1.34159
1.94624,25.4137,-0.631068,0,0,-1.34159
2.11018,25.3927,-0.465366,0,0,-1.34159
2.11018,25.3927,-0.465366,0,0,-1.34159
1.71485,21.299,0.238306,0,0,3.14159
1.71485,21.299,0.238306,0,0,3.14159
2.68863,24.8371,0.829007,0,0,-2.74159
2.68863,24.8371,0.829007,0,0,-2.74159
2.68322,25.1858,0.725193,0,0,-2.54159
2.68322,25.1858,0.725193,0,0,-2.54159
2.97333,25.0579,1.40855,0,0,-2.14159
2.97333,25.0579,1.40855,0,0,-2.14159
3.04904,24.8788,1.3968,0,0,-1.94159
3.04904,24.8788,1.3968,0,0,-1.94159
3.20363,25.19,1.38146,0,0,-2.14159
3.20363,25.19,1.38146,0,0,-2.14159
4.21542,24.7682,1.7913,0,0,-2.94159
4.21542,24.7682,1.7913,0,0,-2.94159
4.02134,24.8942,1.98197,0,0,3.14159
4.02134,24.8942,1.98197,0,0,3.14159
4.11946,25.5707,1.92668,0,0,3.14159
4.11946,25.5707,1.92668,0,0,3.14159
4.31303,25.9826,1.71736,0,0,3.14159
4.31303,25.9826,1.71736,0,0,3.14159
4.61176,26.3382,1.33598,0,0,3.14159
4.61176,26.3382,1.33598,0,0,3.14159
4.71436,26.8102,1.19124,0,0,3.14159
4.71436,26.8102,1.19124,0,0,3.14159
5.38732,27.0958,1.29567,0,0,3.14159
5.38732,27.0958,1.29567,0,0,3.14159
5.63824,27.4378,0.941682,0,0,-2.94159
5.63824,27.4378,0.941682,0,0,-2.94159
5.73132,27.8426,0.73502,0,0,-2.94159
5.73132,27.8426,0.73502,0,0,-2.94159
6.00245,28.3674,0.35252,0,0,-2.94159
6.00245,28.3674,0.35252,0,0,-2.94159
6.14155,29.0941,0.122734,0,0,3.14159
6.14155,29.0941,0.122734,0,0,3.14159
6.08668,29.3731,0.199108,0,0,3.14159
6.08668,29.3731,0.199108,0,0,3.14159
6.15986,28.9559,0.0649715,0,0,-2.94159
6.15986,28.9559,0.0649715,0,0,-2.94159
5.96372,29.0108,0.16082,0,0,-2.74159
5.96372,29.0108,0.16082,0,0,-2.74159
6.05799,29.6212,0.336062,0,0,-2.54159
6.05799,29.6212,0.336062,0,0,-2.54159
5.60341,30.0778,0.204177,0,0,-2.54159
5.60341,30.0778,0.204177,0,0,-2.54159
5.35073,30.3492,0.278995,0,0,-2.54159
5.35073,30.3492,0.278995,0,0,-2.54159
5.43308,30.6863,0.432566,0,0,-2.54159
5.43308,30.6863,0.432566,0,0,-2.54159
6.18972,31.2029,0.115475,0,0,-2.34159
6.18972,31.2029,0.115475,0,0,-2.34159
6.17948,31.6694,0.0502763,0,0,-2.14159
6.17948,31.6694,0.0502763,0,0,-2.14159
5.70679,32.0395,-0.0737983,0,0,-2.54159
5.70679,32.0395,-0.0737983,0,0,-2.54159
5.59833,32.3281,0.0284678,0,0,-2.34159
5.59833,32.3281,0.0284678,0,0,-2.34159
5.51631,32.5701,0.199949,0,0,-2.54159
5.51631,32.5701,0.199949,0,0,-2.54159
5.15612,32.7951,0.477491,0,0,-2.54159
5.15612,32.7951,0.477491,0,0,-2.54159
5.09169,32.4994,0.555069,0,0,-2.54159
5.09169,32.4994,0.555069,0,0,-2.54159
5.11687,32.2688,0.583323,0,0,-2.54159
5.11687,32.2688,0.583323,0,0,-2.54159
5.02751,31.9708,0.749457,0,0,-2.34159
5.02751,31.9708,0.749457,0,0,-2.34159
4.99405,31.7707,0.756587,0,0,-2.54159
4.99405,31.7707,0.756587,0,0,-2.54159
5.00096,31.642,0.746841,0,0,-2.54159
5.00096,31.642,0.746841,0,0,-2.54159
4.91212,31.4186,0.872179,0,0,-2.54159
4.91212,31.4186,0.872179,0,0,-2.54159
4.9258,31.2087,0.893653,0,0,-2.34159
4.9258,31.2087,0.893653,0,0,-2.34159
4.8267,30.8328,1.04645,0,0,-1.94159
4.8267,30.8328,1.04645,0,0,-1.94159
4.80919,30.7789,1.05746,0,0,-2.14159
4.80919,30.7789,1.05746,0,0,-2.14159
4.8853,30.8884,0.963774,0,0,-2.34159
4.8853,30.8884,0.963774,0,0,-2.34159
4.7773,30.8137,1.10315,0,0,-2.54159
4.7773,30.8137,1.10315,0,0,-2.54159
4.63687,30.2381,0.912983,0,0,-2.74159
4.63687,30.2381,0.912983,0,0,-2.74159
4.45308,30.2597,0.978485,0,0,-2.74159
4.45308,30.2597,0.978485,0,0,-2.74159
4.14107,30.379,0.848425,0,0,-2.74159
4.14107,30.379,0.848425,0,0,-2.74159
4.59198,30.9752,1.17011,0,0,-2.94159
4.59198,30.9752,1.17011,0,0,-2.94159
4.289,30.2783,1.05176,0,0,3.14159
4.289,30.2783,1.05176,0,0,3.14159
3.87365,30.4274,0.677334,0,0,3.14159
3.87365,30.4274,0.677334,0,0,3.14159
3.63231,30.3455,0.790862,0,0,-2.94159
3.63231,30.3455,0.790862,0,0,-2.94159
3.45887,30.6958,0.784527,0,0,-2.94159
3.45887,30.6958,0.784527,0,0,-2.94159
2.64392,30.4572,0.316142,0,0,-2.54159
2.64392,30.4572,0.316142,0,0,-2.54159
4.0026,29.9759,0.582423,0,0,-2.34159
4.0026,29.9759,0.582423,0,0,-2.34159
3.83053,29.4993,0.260201,0,0,-2.34159
3.83053,29.4993,0.260201,0,0,-2.34159
3.98385,29.2378,0.0904947,0,0,-2.14159
3.98385,29.2378,0.0904947,0,0,-2.14159
4.07351,28.7014,0.033693,0,0,-2.34159
4.07351,28.7014,0.033693,0,0,-2.34159
4.9991,28.6311,0.468511,0,0,-2.94159
4.9991,28.6311,0.468511,0,0,-2.94159
4.73938,28.1994,0.258402,0,0,-2.74159
4.73938,28.1994,0.258402,0,0,-2.74159
5.20531,27.6144,-0.234317,0,0,-2.74159
5.20531,27.6144,-0.234317,0,0,-2.74159
5.67314,27.3855,-0.367278,0,0,-2.94159
5.67314,27.3855,-0.367278,0,0,-2.94159
5.6682,26.896,-0.312712,0,0,-2.54159
5.6682,26.896,-0.312712,0,0,-2.54159
